ID,Name,towerLevel,attackDamage,attackRange,Action,attackCount,SplashRadius,AdditionalHitCount,IsCritical,criticalRate,criticalDamage,duration,abilityValue,attackType,targetLayer,buffTarget,debuffTarget,Speed,HitEffectID,TargetPriority
5104,광역 창 타워,1,2,1,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,104,Closest
5105,광역 도끼 타워,1,2,1,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,105,Closest
5106,광역 해머 타워,1,2,1,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,106,Closest
5107,광역 불 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,107,Closest
5108,광역 얼음 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,108,Closest
5109,광역 번개 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,109,Closest
5110,광역 바람 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,110,Closest
5111,광역 대지 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,111,Closest
5112,광역 빛 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,112,Closest
5113,광역 어둠 타워,1,2,2,3,1,3,0,FALSE,0.5,0.5,3,10,Splash,Enemy,None,None,5,113,Closest
5201,단일 검 타워,1,2,1,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,201,Closest
5202,단일 활 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,202,Closest
5203,단일 방패 타워,1,2,1,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,203,Closest
5204,단일 창 타워,1,2,1,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,204,Closest
5205,단일 도끼 타워,1,2,1,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,205,Closest
5206,단일 해머 타워,1,2,1,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,206,Closest
5207,단일 불 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,207,Closest
5208,단일 얼음 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,208,Closest
5209,단일 번개 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,209,Closest
5210,단일 바람 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,210,Closest
5211,단일 대지 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,211,Closest
5212,단일 빛 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,212,Closest
5213,단일 어둠 타워,1,2,2,3,1,0,3,FALSE,0.5,0.5,3,10,Target,Enemy,None,None,10,213,Closest
5301,버프 검 타워,1,2,1,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Sword,None,0,301,Closest
5302,버프 활 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Bow,None,0,302,Closest
5303,버프 방패 타워,1,2,1,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Shield,None,0,303,Closest
5304,버프 창 타워,1,2,1,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Spear,None,0,304,Closest
5305,버프 도끼 타워,1,2,1,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Axe,None,0,305,Closest
5306,버프 해머 타워,1,2,1,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Hammer,None,0,306,Closest
5307,버프 불 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Fire,None,0,307,Closest
5308,버프 얼음 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Ice,None,0,308,Closest
5309,버프 번개 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Electricity,None,0,309,Closest
5310,버프 바람 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Wind,None,0,310,Closest
5311,버프 대지 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Earth,None,0,311,Closest
5312,버프 빛 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Light,None,0,312,Closest
5313,버프 어둠 타워,1,2,2,3,1,0,0,FALSE,0.5,0.5,3,10,Buff,Tower,Darkness,None,0,313,Closest
5401,디버프 검 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Sword,0,401,Closest
5402,디버프 활 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Bow,0,402,Closest
5403,디버프 방패 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Shield,0,403,Closest
5404,디버프 창 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Spear,0,404,Closest
5405,디버프 도끼 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Axe,0,405,Closest
5406,디버프 해머 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Hammer,0,406,Closest
5407,디버프 불 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Fire,0,407,Closest
5408,디버프 얼음 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Ice,0,408,Closest
5409,디버프 번개 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Electricity,0,409,Closest
5410,디버프 바람 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Wind,0,410,Closest
5411,디버프 대지 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Earth,0,411,Closest
5412,디버프 빛 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Light,0,412,Closest
5413,디버프 어둠 타워,1,2,20,3,1,0,0,FALSE,0.5,0.5,3,10,Debuff,Enemy,None,Darkness,0,413,Closest
